account_id,fiscal_quarter,arr_usd
A0034,2026-Q1,364000
A0035,2025-Q1,57000
A0035,2025-Q2,57000
A0035,2025-Q3,128000
A0035,2025-Q4,128000
A0035,2026-Q1,128000
A0036,2025-Q1,60000
A0036,2025-Q2,60000
A0036,2025-Q3,0
A0037,2025-Q1,221000
A0037,2025-Q2,440000
A0037,2025-Q3,440000
A0037,2025-Q4,440000
A0037,2026-Q1,440000
A0038,2025-Q1,167000
A0038,2025-Q2,167000
A0038,2025-Q3,167000
A0038,2025-Q4,167000
A0038,2026-Q1,14000
A0039,2025-Q1,185000
A0039,2025-Q2,185000
A0039,2025-Q3,185000
A0039,2025-Q4,185000
A0039,2026-Q1,196000
A0040,2025-Q1,83000
A0040,2025-Q2,264000
A0040,2025-Q3,264000
A0040,2025-Q4,264000
A0040,2026-Q1,264000
A0041,2025-Q1,40000
A0041,2025-Q2,40000
A0041,2025-Q3,40000
A0041,2025-Q4,40000
A0041,2026-Q1,40000
A0042,2025-Q1,11000
A0042,2025-Q2,11000
A0042,2025-Q3,57000
A0042,2025-Q4,27000
A0042,2026-Q1,27000
A0043,2025-Q1,95000
A0043,2025-Q2,95000
A0043,2025-Q3,118000
A0043,2025-Q4,118000
A0043,2026-Q1,118000
A0044,2025-Q1,156000
A0044,2025-Q2,156000
A0044,2025-Q3,156000
A0044,2025-Q4,334000
A0044,2026-Q1,334000
A0045,2025-Q1,190000
A0045,2025-Q2,190000
A0045,2025-Q3,190000
A0045,2025-Q4,190000
A0045,2026-Q1,190000
A0046,2025-Q1,16000
A0046,2025-Q2,196000
A0046,2025-Q3,277000
A0046,2025-Q4,277000
A0046,2026-Q1,0
A0047,2025-Q1,261000
A0047,2025-Q2,261000
A0047,2025-Q3,261000
A0047,2025-Q4,364000
A0047,2026-Q1,364000
A0048,2025-Q1,251000
A0048,2025-Q2,251000
A0048,2025-Q3,251000
A0048,2025-Q4,251000
A0048,2026-Q1,251000
A0049,2025-Q1,214000
A0049,2025-Q2,214000
A0049,2025-Q3,214000
A0049,2025-Q4,214000
A0049,2026-Q1,329000
A0050,2025-Q1,156000
A0050,2025-Q2,156000
A0050,2025-Q3,156000
A0050,2025-Q4,156000
A0050,2026-Q1,167000
A0051,2025-Q1,536000
A0051,2025-Q2,536000
A0051,2025-Q3,536000
A0051,2025-Q4,536000
A0051,2026-Q1,536000
A0052,2025-Q1,216000
A0052,2025-Q2,271000
A0052,2025-Q3,271000
A0052,2025-Q4,271000
A0052,2026-Q1,271000
A0053,2025-Q1,83000
A0053,2025-Q2,83000
A0053,2025-Q3,83000
A0053,2025-Q4,83000
A0053,2026-Q1,83000
A0054,2025-Q1,22000
A0054,2025-Q2,22000
A0054,2025-Q3,22000
A0054,2025-Q4,22000
A0054,2026-Q1,26000
A0055,2025-Q1,180000
A0055,2025-Q2,180000
A0055,2025-Q3,180000
A0055,2025-Q4,626000
A0055,2026-Q1,626000
A0056,2025-Q1,171000
A0056,2025-Q2,171000
A0056,2025-Q3,171000
A0056,2025-Q4,171000
A0056,2026-Q1,171000
A0057,2025-Q1,73000
A0057,2025-Q2,112000
A0057,2025-Q3,112000
A0057,2025-Q4,112000
A0057,2026-Q1,98000
A0058,2025-Q1,72000
A0058,2025-Q2,72000
A0058,2025-Q3,72000
A0058,2025-Q4,72000
A0058,2026-Q1,72000
A0059,2025-Q1,362000
A0059,2025-Q2,418000
A0059,2025-Q3,418000
A0059,2025-Q4,418000
A0059,2026-Q1,208000
A0060,2025-Q1,395000
A0060,2025-Q2,395000
A0060,2025-Q3,221000
A0060,2025-Q4,221000
A0060,2026-Q1,351000
A0061,2025-Q1,131000
A0061,2025-Q2,331000
A0061,2025-Q3,331000
A0061,2025-Q4,331000
A0061,2026-Q1,331000
A0062,2025-Q1,99000
A0062,2025-Q2,99000
A0062,2025-Q3,99000
A0062,2025-Q4,99000
A0062,2026-Q1,0
A0063,2025-Q1,251000
A0063,2025-Q2,251000
A0063,2025-Q3,274000
A0063,2025-Q4,274000
A0063,2026-Q1,274000
A0064,2025-Q1,34000
A0064,2025-Q2,34000
A0064,2025-Q3,38000
A0064,2025-Q4,38000
A0064,2026-Q1,38000
A0065,2025-Q1,12000
A0065,2025-Q2,12000
A0065,2025-Q3,12000
A0065,2025-Q4,12000
A0065,2026-Q1,12000
A0066,2025-Q1,95000
A0066,2025-Q2,95000
A0066,2025-Q3,95000
A0066,2025-Q4,278000
A0066,2026-Q1,278000
A0067,2025-Q1,188000
A0067,2025-Q2,188000
A0067,2025-Q3,189000
A0067,2025-Q4,189000
A0067,2026-Q1,189000
A0068,2025-Q1,147000
A0068,2025-Q2,147000
A0068,2025-Q3,288000
A0068,2025-Q4,288000
A0068,2026-Q1,288000
A0069,2025-Q1,124000
A0069,2025-Q2,124000
A0069,2025-Q3,124000
A0069,2025-Q4,280000
A0069,2026-Q1,280000
A0070,2025-Q1,13000
A0070,2025-Q2,13000
A0070,2025-Q3,27000
A0070,2025-Q4,27000
A0070,2026-Q1,27000
A0071,2025-Q1,159000
A0071,2025-Q2,159000
A0071,2025-Q3,159000
A0071,2025-Q4,253000
A0071,2026-Q1,253000
A0072,2025-Q1,136000
A0072,2025-Q2,136000
A0072,2025-Q3,192000
A0072,2025-Q4,192000
A0072,2026-Q1,192000
A0073,2025-Q1,269000
A0073,2025-Q2,269000
A0073,2025-Q3,282000
A0073,2025-Q4,802000
A0073,2026-Q1,802000
A0074,2025-Q1,176000
A0074,2025-Q2,176000
A0074,2025-Q3,176000
A0074,2025-Q4,176000
A0074,2026-Q1,176000
A0075,2025-Q1,99000
A0075,2025-Q2,99000
A0075,2025-Q3,99000
A0075,2025-Q4,99000
A0075,2026-Q1,103000
A0076,2025-Q1,12000
A0076,2025-Q2,12000
A0076,2025-Q3,12000
A0076,2025-Q4,19000
A0076,2026-Q1,19000
A0077,2025-Q1,12000
A0077,2025-Q2,12000
A0077,2025-Q3,12000
A0077,2025-Q4,12000
A0077,2026-Q1,12000
A0078,2025-Q1,201000
A0078,2025-Q2,201000
A0078,2025-Q3,201000
A0078,2025-Q4,201000
A0078,2026-Q1,201000
A0079,2025-Q1,87000
A0079,2025-Q2,87000
A0079,2025-Q3,87000
A0079,2025-Q4,87000
A0079,2026-Q1,0
A0080,2025-Q1,152000
A0080,2025-Q2,152000
A0080,2025-Q3,152000
A0080,2025-Q4,448000
A0080,2026-Q1,448000
A0081,2025-Q1,129000
A0081,2025-Q2,129000
A0081,2025-Q3,392000
A0081,2025-Q4,392000
A0081,2026-Q1,183000
A0082,2025-Q1,79000
A0082,2025-Q2,228000
A0082,2025-Q3,228000
A0082,2025-Q4,228000
A0082,2026-Q1,228000
A0083,2025-Q1,248000
A0083,2025-Q2,248000
A0083,2025-Q3,468000
A0083,2025-Q4,468000
A0083,2026-Q1,468000
A0084,2025-Q1,98000
A0084,2025-Q2,98000
A0084,2025-Q3,98000
A0084,2025-Q4,98000
A0084,2026-Q1,102000
A0085,2025-Q1,143000
A0085,2025-Q2,143000
A0085,2025-Q3,143000
A0085,2025-Q4,171000
A0085,2026-Q1,220000
A0086,2025-Q1,195000
A0086,2025-Q2,195000
A0086,2025-Q3,226000
A0086,2025-Q4,226000
A0086,2026-Q1,226000
A0087,2025-Q1,219000
A0087,2025-Q2,219000
A0087,2025-Q3,291000
A0087,2025-Q4,291000
A0087,2026-Q1,291000
A0088,2025-Q1,239000
A0088,2025-Q2,239000
A0088,2025-Q3,239000
A0088,2025-Q4,381000
A0088,2026-Q1,381000
A0089,2025-Q1,13000
A0089,2025-Q2,13000
A0089,2025-Q3,82000
A0089,2025-Q4,82000
A0089,2026-Q1,82000
A0090,2025-Q1,260000
A0090,2025-Q2,260000
A0090,2025-Q3,260000
A0090,2025-Q4,260000
A0090,2026-Q1,260000
A0091,2025-Q1,220000
A0091,2025-Q2,266000
A0091,2025-Q3,266000
A0091,2025-Q4,244000
A0091,2026-Q1,244000
A0092,2025-Q1,220000
A0092,2025-Q2,220000
A0092,2025-Q3,220000
A0092,2025-Q4,220000
A0092,2026-Q1,220000
A0093,2025-Q1,25000
A0093,2025-Q2,25000
A0093,2025-Q3,25000
A0093,2025-Q4,104000
A0093,2026-Q1,104000
A0094,2025-Q1,122000
A0094,2025-Q2,122000
A0094,2025-Q3,145000
A0094,2025-Q4,145000
A0094,2026-Q1,140000
A0095,2025-Q1,27000
A0095,2025-Q2,27000
A0095,2025-Q3,39000
A0095,2025-Q4,39000
A0095,2026-Q1,39000
A0096,2025-Q1,228000
A0096,2025-Q2,228000
A0096,2025-Q3,641000
A0096,2025-Q4,641000
A0096,2026-Q1,641000
A0097,2025-Q1,44000
A0097,2025-Q2,44000
A0097,2025-Q3,44000
A0097,2025-Q4,44000
A0097,2026-Q1,18000
A0098,2025-Q1,230000
A0098,2025-Q2,0
A0099,2025-Q1,140000
A0099,2025-Q2,141000
A0099,2025-Q3,141000
A0099,2025-Q4,141000
A0099,2026-Q1,141000
A0100,2025-Q1,72000
A0100,2025-Q2,74000
A0100,2025-Q3,74000
A0100,2025-Q4,74000
A0100,2026-Q1,74000
A0101,2025-Q1,158000
A0101,2025-Q2,158000
A0101,2025-Q3,158000
A0101,2025-Q4,158000
A0101,2026-Q1,295000
A0102,2025-Q1,213000
A0102,2025-Q2,213000
A0102,2025-Q3,213000
A0102,2025-Q4,213000
A0102,2026-Q1,213000
A0103,2025-Q1,56000
A0103,2025-Q2,56000
A0103,2025-Q3,56000
A0103,2025-Q4,56000
A0103,2026-Q1,90000
A0104,2025-Q1,51000
A0104,2025-Q2,62000
A0104,2025-Q3,62000
A0104,2025-Q4,62000
A0104,2026-Q1,62000
A0105,2025-Q1,124000
A0105,2025-Q2,124000
A0105,2025-Q3,124000
A0105,2025-Q4,200000
A0105,2026-Q1,125000
A0106,2025-Q1,48000
A0106,2025-Q2,48000
A0106,2025-Q3,48000
A0106,2025-Q4,61000
A0106,2026-Q1,61000
A0107,2025-Q1,131000
A0107,2025-Q2,131000
A0107,2025-Q3,131000
A0107,2025-Q4,131000
A0107,2026-Q1,137000
A0108,2025-Q1,114000
A0108,2025-Q2,129000
A0108,2025-Q3,129000
A0108,2025-Q4,129000
A0108,2026-Q1,172000
A0109,2025-Q1,211000
A0109,2025-Q2,494000
A0109,2025-Q3,541000
A0109,2025-Q4,541000
A0109,2026-Q1,541000
A0110,2025-Q1,144000
A0110,2025-Q2,144000
A0110,2025-Q3,137000
A0110,2025-Q4,137000
A0110,2026-Q1,137000
A0111,2025-Q1,52000
A0111,2025-Q2,52000
A0111,2025-Q3,52000
A0111,2025-Q4,52000
A0111,2026-Q1,52000
A0112,2025-Q1,123000
A0112,2025-Q2,123000
A0112,2025-Q3,123000
A0112,2025-Q4,123000
A0112,2026-Q1,106000
A0113,2025-Q1,129000
A0113,2025-Q2,129000
A0113,2025-Q3,129000
A0113,2025-Q4,129000
A0113,2026-Q1,129000
A0114,2025-Q1,15000
A0114,2025-Q2,15000
A0114,2025-Q3,38000
A0114,2025-Q4,38000
A0114,2026-Q1,38000
A0115,2025-Q1,85000
A0115,2025-Q2,85000
A0115,2025-Q3,85000
A0115,2025-Q4,85000
A0115,2026-Q1,105000
A0116,2025-Q1,70000
A0116,2025-Q2,70000
A0116,2025-Q3,110000
A0116,2025-Q4,110000
A0116,2026-Q1,110000
A0117,2025-Q1,12000
A0117,2025-Q2,12000
A0117,2025-Q3,12000
A0117,2025-Q4,12000
A0117,2026-Q1,143000
A0118,2025-Q1,261000
A0118,2025-Q2,261000
A0118,2025-Q3,261000
A0118,2025-Q4,261000
A0118,2026-Q1,328000
A0119,2025-Q1,0
A0120,2025-Q1,78000
A0120,2025-Q2,78000
A0120,2025-Q3,221000
A0120,2025-Q4,221000
A0120,2026-Q1,221000
A0121,2025-Q1,222000
A0121,2025-Q2,222000
A0121,2025-Q3,250000
A0121,2025-Q4,250000
A0121,2026-Q1,250000
A0122,2025-Q1,114000
A0122,2025-Q2,150000
A0122,2025-Q3,150000
A0122,2025-Q4,150000
A0122,2026-Q1,150000
A0123,2025-Q1,44000
A0123,2025-Q2,44000
A0123,2025-Q3,44000
A0123,2025-Q4,44000
A0123,2026-Q1,46000
A0124,2025-Q1,81000
A0124,2025-Q2,123000
A0124,2025-Q3,123000
A0124,2025-Q4,123000
A0124,2026-Q1,123000
A0125,2025-Q1,173000
A0125,2025-Q2,173000
A0125,2025-Q3,173000
A0125,2025-Q4,670000
A0125,2026-Q1,670000
A0126,2025-Q1,63000
A0126,2025-Q2,107000
A0126,2025-Q3,107000
A0126,2025-Q4,107000
A0126,2026-Q1,126000
A0127,2025-Q1,14000
A0127,2025-Q2,199000
A0127,2025-Q3,199000
A0127,2025-Q4,14000
A0127,2026-Q1,14000
A0128,2025-Q1,259000
A0128,2025-Q2,259000
A0128,2025-Q3,259000
A0128,2025-Q4,272000
A0128,2026-Q1,272000
A0129,2025-Q1,81000
A0129,2025-Q2,81000
A0129,2025-Q3,81000
A0129,2025-Q4,81000
A0129,2026-Q1,173000
A0130,2025-Q1,91000
A0130,2025-Q2,91000
A0130,2025-Q3,91000
A0130,2025-Q4,91000
A0130,2026-Q1,91000
A0131,2025-Q1,225000
A0131,2025-Q2,225000
A0131,2025-Q3,225000
A0131,2025-Q4,225000
A0131,2026-Q1,225000
A0132,2025-Q1,31000
A0132,2025-Q2,31000
A0132,2025-Q3,31000
A0132,2025-Q4,31000
A0132,2026-Q1,45000
A0133,2025-Q1,21000
A0133,2025-Q2,21000
A0133,2025-Q3,21000
A0133,2025-Q4,21000
A0133,2026-Q1,21000
A0134,2025-Q1,134000
A0134,2025-Q2,134000
A0134,2025-Q3,134000
A0134,2025-Q4,228000
A0134,2026-Q1,287000
A0135,2025-Q1,101000
A0135,2025-Q2,101000
A0135,2025-Q3,101000
A0135,2025-Q4,112000
A0135,2026-Q1,151000
A0136,2025-Q1,112000
A0136,2025-Q2,112000
A0136,2025-Q3,112000
A0136,2025-Q4,112000
A0136,2026-Q1,112000
A0137,2025-Q1,235000
A0137,2025-Q2,235000
A0137,2025-Q3,144000
A0137,2025-Q4,144000
A0137,2026-Q1,144000
A0138,2025-Q1,43000
A0138,2025-Q2,101000
A0138,2025-Q3,101000
A0138,2025-Q4,101000
A0138,2026-Q1,101000
A0139,2025-Q1,120000
A0139,2025-Q2,189000
A0139,2025-Q3,189000
A0139,2025-Q4,189000
A0139,2026-Q1,189000
A0140,2025-Q1,326000
A0140,2025-Q2,326000
A0140,2025-Q3,341000
A0140,2025-Q4,341000
A0140,2026-Q1,341000
A0141,2025-Q1,34000
A0141,2025-Q2,34000
A0141,2025-Q3,34000
A0141,2025-Q4,88000
A0141,2026-Q1,88000
A0142,2025-Q1,57000
A0142,2025-Q2,57000
A0142,2025-Q3,57000
A0142,2025-Q4,110000
A0142,2026-Q1,110000
A0143,2025-Q1,138000
A0143,2025-Q2,138000
A0143,2025-Q3,138000
A0143,2025-Q4,199000
A0143,2026-Q1,199000
A0144,2025-Q1,83000
A0144,2025-Q2,83000
A0144,2025-Q3,83000
A0144,2025-Q4,83000
A0144,2026-Q1,96000
A0145,2025-Q1,76000
A0145,2025-Q2,76000
A0145,2025-Q3,76000
A0145,2025-Q4,138000
A0145,2026-Q1,138000
A0146,2025-Q1,41000
A0146,2025-Q2,41000
A0146,2025-Q3,41000
A0146,2025-Q4,61000
A0146,2026-Q1,0
A0147,2025-Q1,301000
A0147,2025-Q2,266000
A0147,2025-Q3,266000
A0147,2025-Q4,266000
A0147,2026-Q1,266000
A0148,2025-Q1,65000
A0148,2025-Q2,65000
A0148,2025-Q3,65000
A0148,2025-Q4,65000
A0148,2026-Q1,65000
A0149,2025-Q1,23000
A0149,2025-Q2,23000
A0149,2025-Q3,23000
A0149,2025-Q4,23000
A0149,2026-Q1,0
A0150,2025-Q1,108000
A0150,2025-Q2,108000
A0150,2025-Q3,251000
A0150,2025-Q4,251000
A0150,2026-Q1,251000
A0151,2025-Q1,184000
A0151,2025-Q2,184000
A0151,2025-Q3,184000
A0151,2025-Q4,184000
A0151,2026-Q1,321000
A0152,2025-Q1,362000
A0152,2025-Q2,362000
A0152,2025-Q3,362000
A0152,2025-Q4,362000
A0152,2026-Q1,298000
A0153,2025-Q1,148000
A0153,2025-Q2,148000
A0153,2025-Q3,148000
A0153,2025-Q4,193000
A0153,2026-Q1,193000
A0154,2025-Q1,266000
A0154,2025-Q2,266000
A0154,2025-Q3,351000
A0154,2025-Q4,351000
A0154,2026-Q1,379000
A0155,2025-Q1,212000
A0155,2025-Q2,212000
A0155,2025-Q3,263000
A0155,2025-Q4,263000
A0155,2026-Q1,263000
A0156,2025-Q1,165000
A0156,2025-Q2,291000
A0156,2025-Q3,291000
A0156,2025-Q4,318000
A0156,2026-Q1,318000
A0157,2025-Q1,89000
A0157,2025-Q2,188000
A0157,2025-Q3,188000
A0157,2025-Q4,188000
A0157,2026-Q1,188000
A0158,2025-Q1,60000
A0158,2025-Q2,60000
A0158,2025-Q3,60000
A0158,2025-Q4,60000
A0158,2026-Q1,76000
A0159,2025-Q1,91000
A0159,2025-Q2,189000
A0159,2025-Q3,189000
A0159,2025-Q4,189000
A0159,2026-Q1,189000
A0160,2025-Q1,190000
A0160,2025-Q2,300000
A0160,2025-Q3,314000
A0160,2025-Q4,314000
A0160,2026-Q1,314000
A0161,2025-Q1,278000
A0161,2025-Q2,278000
A0161,2025-Q3,278000
A0161,2025-Q4,402000
A0161,2026-Q1,402000
A0162,2025-Q1,36000
A0162,2025-Q2,0
A0163,2025-Q1,82000
A0163,2025-Q2,82000
A0163,2025-Q3,82000
A0163,2025-Q4,103000
A0163,2026-Q1,103000
A0164,2025-Q1,254000
A0164,2025-Q2,254000
A0164,2025-Q3,361000
A0164,2025-Q4,361000
A0164,2026-Q1,361000
A0165,2025-Q1,44000
A0165,2025-Q2,44000
A0165,2025-Q3,192000
A0165,2025-Q4,113000
A0165,2026-Q1,113000
A0166,2025-Q1,30000
A0166,2025-Q2,30000
A0166,2025-Q3,30000
A0166,2025-Q4,30000
A0166,2026-Q1,0
A0167,2025-Q1,174000
A0167,2025-Q2,239000
A0167,2025-Q3,239000
A0167,2025-Q4,239000
A0167,2026-Q1,239000
A0168,2025-Q1,91000
A0168,2025-Q2,91000
A0168,2025-Q3,102000
A0168,2025-Q4,102000
A0168,2026-Q1,102000
A0169,2025-Q1,334000
A0169,2025-Q2,515000
A0169,2025-Q3,515000
A0169,2025-Q4,515000
A0169,2026-Q1,515000
A0170,2025-Q1,17000
A0170,2025-Q2,17000
A0170,2025-Q3,49000
A0170,2025-Q4,49000
A0170,2026-Q1,49000
A0171,2025-Q1,14000
A0171,2025-Q2,15000
A0171,2025-Q3,15000
A0171,2025-Q4,15000
A0171,2026-Q1,15000
A0172,2025-Q1,101000
A0172,2025-Q2,101000
A0172,2025-Q3,101000
A0172,2025-Q4,101000
A0172,2026-Q1,101000
A0173,2025-Q1,187000
A0173,2025-Q2,187000
A0173,2025-Q3,516000
A0173,2025-Q4,516000
A0173,2026-Q1,516000
A0174,2025-Q1,84000
A0174,2025-Q2,84000
A0174,2025-Q3,84000
A0174,2025-Q4,158000
A0174,2026-Q1,324000
A0175,2025-Q1,500000
A0175,2025-Q2,500000
A0175,2025-Q3,743000
A0175,2025-Q4,743000
A0175,2026-Q1,743000
A0176,2025-Q1,60000
A0176,2025-Q2,60000
A0176,2025-Q3,60000
A0176,2025-Q4,60000
A0176,2026-Q1,79000
A0177,2025-Q1,484000
A0177,2025-Q2,287000
A0177,2025-Q3,593000
A0177,2025-Q4,593000
A0177,2026-Q1,633000
A0178,2025-Q1,14000
A0178,2025-Q2,32000
A0178,2025-Q3,32000
A0178,2025-Q4,32000
A0178,2026-Q1,32000
A0179,2025-Q1,208000
A0179,2025-Q2,208000
A0179,2025-Q3,208000
A0179,2025-Q4,208000
A0179,2026-Q1,208000
A0180,2025-Q1,231000
A0180,2025-Q2,231000
A0180,2025-Q3,247000
A0180,2025-Q4,284000
A0180,2026-Q1,284000
A0181,2025-Q1,169000
A0181,2025-Q2,200000
A0181,2025-Q3,200000
A0181,2025-Q4,216000
A0181,2026-Q1,216000
A0182,2025-Q1,11000
A0182,2025-Q2,11000
A0182,2025-Q3,11000
A0182,2025-Q4,18000
A0182,2026-Q1,18000
A0183,2025-Q1,53000
A0183,2025-Q2,53000
A0183,2025-Q3,62000
A0183,2025-Q4,62000
A0183,2026-Q1,62000
A0184,2025-Q1,258000
A0184,2025-Q2,258000
A0184,2025-Q3,258000
A0184,2025-Q4,258000
A0184,2026-Q1,258000
A0185,2025-Q1,162000
A0185,2025-Q2,162000
A0185,2025-Q3,162000
A0185,2025-Q4,298000
A0185,2026-Q1,298000
A0186,2025-Q1,23000
A0186,2025-Q2,23000
A0186,2025-Q3,23000
A0186,2025-Q4,23000
A0186,2026-Q1,23000
A0187,2025-Q1,161000
A0187,2025-Q2,231000
A0187,2025-Q3,203000
A0187,2025-Q4,203000
A0187,2026-Q1,203000
A0188,2025-Q1,203000
A0188,2025-Q2,203000
A0188,2025-Q3,493000
A0188,2025-Q4,493000
A0188,2026-Q1,493000
A0189,2025-Q1,132000
A0189,2025-Q2,132000
A0189,2025-Q3,132000
A0189,2025-Q4,132000
A0189,2026-Q1,198000
A0190,2025-Q1,36000
A0190,2025-Q2,36000
A0190,2025-Q3,36000
A0190,2025-Q4,36000
A0190,2026-Q1,0
A0191,2025-Q1,95000
A0191,2025-Q2,95000
A0191,2025-Q3,95000
A0191,2025-Q4,95000
A0191,2026-Q1,109000
A0192,2025-Q1,365000
A0192,2025-Q2,365000
A0192,2025-Q3,365000
A0192,2025-Q4,365000
A0192,2026-Q1,365000
A0193,2025-Q1,19000
A0193,2025-Q2,19000
A0193,2025-Q3,19000
A0193,2025-Q4,19000
A0193,2026-Q1,19000
A0194,2025-Q1,32000
A0194,2025-Q2,32000
A0194,2025-Q3,32000
A0194,2025-Q4,38000
A0194,2026-Q1,38000
A0195,2025-Q1,14000
A0195,2025-Q2,14000
A0195,2025-Q3,14000
A0195,2025-Q4,14000
A0195,2026-Q1,14000
A0196,2025-Q1,46000
A0196,2025-Q2,46000
A0196,2025-Q3,46000
A0196,2025-Q4,46000
A0196,2026-Q1,46000
A0197,2025-Q1,134000
A0197,2025-Q2,134000
A0197,2025-Q3,134000
A0197,2025-Q4,179000
A0197,2026-Q1,179000
A0198,2025-Q1,179000
A0198,2025-Q2,179000
A0198,2025-Q3,221000
A0198,2025-Q4,255000
A0198,2026-Q1,255000
A0199,2025-Q1,91000
A0199,2025-Q2,91000
A0199,2025-Q3,91000
A0199,2025-Q4,91000
A0199,2026-Q1,132000
A0200,2025-Q1,54000
A0200,2025-Q2,54000
A0200,2025-Q3,54000
A0200,2025-Q4,54000
A0200,2026-Q1,0
A0201,2025-Q1,13000
A0201,2025-Q2,89000
A0201,2025-Q3,89000
A0201,2025-Q4,89000
A0201,2026-Q1,89000
A0202,2025-Q1,112000
A0202,2025-Q2,133000
A0202,2025-Q3,133000
A0202,2025-Q4,133000
A0202,2026-Q1,133000
A0203,2025-Q1,90000
A0203,2025-Q2,90000
A0203,2025-Q3,90000
